Unnamed: 0,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbQ
1966,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.776,4.365,3.557,2.935,4.665,3.829,0.0,0.826589393392,0.253439696111,0.47721110038,-0.155169770745,-0.0266496358005,-0.0377449189089,-0.245644648559,0.252584608066,0.528205236192,0.659700809906,0.400286289258,-0.0301443836337,0.504058844381,-0.300717401993,-0.524220539922,0.526859637592,0.319682325874,0.542088161246,0.607863692007,0.580208718805,0.121598642479,0.838675461123,0.530883453365,0.206282181648,0.698426258924,0.685308997738,2.0494057207e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.104,0.13,0.118,0.0,0.0,0.0,0.104,0.13,0.118,0.107,0.135,0.122,0.0,0.0,0.0,0.107,0.135,0.122,139313.0,0.01,0.001,0.0,3.93093771772e-15,8.55224274146e-12,4.99359146441e-11,7.59141426371e-32,0.0,0.57849,0.0,2.19207805476e-32,0.0,1.21846502968,0.0,3.1563153686,0.0,2.39963650115,1.094e-24,0.0,0.00574484013078,1.202e-27,0.0,1.202e-27,7.30529825115e-07,8.19170364458e-07,7.81901919616e-07,2.97141105323e-07,2.0494057207e-06,1.29727843103e-06,5.93382583381e-07,2.00906338352e-06,1.97133082578e-06,0.971844055388,0.959535259442
1997,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.935,4.237,2.57,3.16,4.537,2.803,0.0,0.828097849622,0.537205364065,0.0454965808272,0.133477561984,0.0760141424436,-0.0360909828253,-0.451278141747,0.494100199781,0.0654269015694,0.732755827372,0.0984819288977,-0.0320016990929,0.329052157639,-0.677932222165,-0.0365057972228,0.649731031422,0.0873234477966,0.547707354785,0.549726155806,0.630727997743,0.14724714793,0.732788634861,0.664333571367,0.551052393872,0.577341688607,0.60250961304,2.58508559662e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.107,0.128,0.1,0.0,0.0,0.0,0.107,0.128,0.1,0.111,0.133,0.104,0.0,0.0,0.0,0.111,0.133,0.104,18088.0,0.01,0.001,0.0,2.92591836808e-18,8.69334276608e-12,4.86232800854e-11,1.41077544809e-31,0.0,0.56096,0.0,3.77807714721e-33,0.0,4.51314209361,0.0,6.25363952152,0.0,4.70309134018,1.353e-24,0.0,0.00574484013078,1.54e-27,0.0,1.54e-27,7.78320099852e-07,7.8118891912e-07,8.96296669916e-07,5.19449215161e-07,2.58508559662e-06,2.34359413478e-06,1.76803294729e-07,1.8523812593e-07,1.93313169267e-07,0.956128208917,0.940222985
2002,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.896,4.156,2.989,3.129,4.486,3.195,0.0,0.833549379063,0.0134492285245,0.529118652305,0.0378904545399,-0.153662995393,0.0845500083234,-0.416236547059,0.0702589680738,0.651259403461,0.608823819251,0.140914360182,0.103432243801,0.3377804562,0.0520564911974,-0.536719254888,0.744790153817,0.172384234447,0.547289293333,0.569953412294,0.612884603508,0.0410571013311,0.680228679217,0.731849204687,0.150658191264,0.627876195982,0.763592556227,2.52121111482e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.106,0.127,0.108,0.0,0.0,0.0,0.106,0.127,0.108,0.11,0.132,0.111,0.0,0.0,0.0,0.11,0.132,0.111,129401.0,0.01,0.001,0.0,7.05969493907e-17,8.78147712715e-12,4.84882832051e-11,1.39207603643e-31,0.0,0.54982,0.0,8.74843164079e-32,0.0,4.45550369629,0.0,0.175682510815,0.0,5.78830433736,1.714e-24,0.0,0.00574484013078,1.822e-27,0.0,1.822e-27,8.25274979768e-07,8.59450927561e-07,9.24188239971e-07,7.02013505461e-08,1.16308678433e-06,1.25134997112e-06,4.97439509143e-07,2.07310617571e-06,2.52121111482e-06,0.961666290131,0.94585672099
2003,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.814,4.451,3.001,3.005,4.797,3.254,0.0,0.824689685485,0.543754476101,0.0319700229926,0.0530272657248,0.142772613253,0.00894739324087,-0.491234625821,0.557097512458,0.0268347198306,0.16642567604,0.647945399187,0.00973027461691,0.280001305282,-0.624793870914,-0.0431725102642,0.180987633781,0.704639496793,0.54804675046,0.574948309538,0.607518889147,0.140922902364,0.6570086198,0.740594632102,0.17528324002,0.681766480434,0.710260692932,2.10984602163e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.105,0.132,0.108,0.0,0.0,0.0,0.105,0.132,0.108,0.108,0.137,0.112,0.0,0.0,0.0,0.108,0.137,0.112,4681.0,0.01,0.001,0.0,1.09405165363e-18,8.86475715593e-12,4.91207835528e-11,1.46514378024e-31,0.0,0.59017,0.0,2.14692712917e-32,0.0,1.74489640028,0.0,3.17700354277,0.0,2.21146050704,1.437e-24,0.0,0.00574484013078,1.552e-27,0.0,1.552e-27,7.90855687278e-07,8.29675826209e-07,8.76676612365e-07,4.01468782004e-07,1.87172167145e-06,2.10984602163e-06,4.02956647428e-07,1.56730520986e-06,1.63281023098e-06,0.965237472989,0.951677134441
2004,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.935,4.435,2.869,3.09,4.719,3.087,0.0,0.809146417126,0.320856644421,0.470801678808,-0.105927927471,0.0972529834852,-0.0795736282545,-0.314312887418,0.259747000275,0.480624840492,0.736194514266,0.233290253126,-0.0637600672426,0.485893173411,-0.381924451984,-0.480688843733,0.589891560344,0.186928792272,0.54805883896,0.578968433328,0.603677945802,0.78870393185,0.182970101506,0.586914005488,0.220956904374,0.810333324263,0.542713506371,4.66826882025e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.107,0.131,0.106,0.0,0.0,0.0,0.107,0.131,0.106,0.11,0.135,0.11,0.0,0.0,0.0,0.11,0.135,0.11,73595.0,0.01,0.001,0.0,1.08947649691e-10,1.0931108941e-10,1.19647669278e-10,1.83674567506e-29,0.0,0.58805,0.0,2.50233024729e-29,0.0,3.19884588174,0.0,5.31978642872,0.0,3.92936431612,2.592e-22,0.0,0.00574484013078,2.796e-25,0.0,2.796e-25,2.89829970486e-06,3.06175892104e-06,3.19243024247e-06,4.20356889106e-06,9.75178892389e-07,3.12808565492e-06,1.27291596732e-06,4.66826882025e-06,3.12653134736e-06,0.964889768878,0.951144752898
2005,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.803,4.307,3.261,3.013,4.61,3.468,0.0,0.826822987726,0.358213544502,0.403489571184,0.153494052898,-0.0410188392593,0.0477574184628,-0.453654428006,0.359925178303,0.358475770986,0.708801541745,0.177387290951,0.0434000724158,0.326185636739,-0.424194148791,-0.520468571819,0.644131094818,0.16120262612,0.545649937243,0.583428202717,0.601562696866,0.23455991489,0.811385314075,0.535383524616,0.275779810707,0.380414836846,0.882740079476,2.5559894678e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.104,0.129,0.113,0.0,0.0,0.0,0.104,0.129,0.113,0.108,0.134,0.116,0.0,0.0,0.0,0.108,0.134,0.116,54735.0,0.01,0.001,0.0,3.25573137657e-18,8.64085061765e-12,4.90299237076e-11,1.60615937776e-32,0.0,0.57052,0.0,4.00981039957e-32,0.0,3.45249928337,0.0,6.26709267679,0.0,5.23444283103,1.296e-26,0.0,0.00574484013078,1.396e-29,0.0,1.396e-29,2.42612903121e-07,2.59410292868e-07,2.67473451997e-07,7.38900078207e-07,2.5559894678e-06,1.68654106306e-06,6.42143970671e-07,8.85783093432e-07,2.0554304474e-06,0.967087196245,0.953206012708
2006,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.857,4.257,3.118,3.044,4.544,3.343,0.0,0.825449874582,0.532701981214,0.123342366081,-0.084260398688,0.112017631224,-0.0685660057579,-0.351142130185,0.599752620684,0.185488476739,0.689498131014,0.0498101753856,-0.0703068631694,0.430914558592,-0.548307593341,-0.0791508812642,0.70700415194,0.0510748314208,0.546779855916,0.58572159185,0.598299261243,0.113010169189,0.687664652174,0.717179215964,0.201400951055,0.69530998733,0.689914254406,2.28508636424e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.105,0.129,0.11,0.0,0.0,0.0,0.105,0.129,0.11,0.109,0.133,0.114,0.0,0.0,0.0,0.109,0.133,0.114,9978.0,0.01,0.001,0.0,9.81417764833e-13,9.07821036898e-12,5.09007281399e-11,1.14996088738e-31,0.0,0.56362,0.0,5.40838203406e-32,0.0,4.75930439703,0.0,0.0272857924769,0.0,5.7069564468,1.588e-24,0.0,0.00574484013078,1.71e-27,0.0,1.71e-27,8.0893596203e-07,8.66548491607e-07,8.85156582195e-07,2.27313806056e-07,1.38320002968e-06,1.44256696876e-06,6.61889769148e-07,2.28508636424e-06,2.26735367529e-06,0.964903754004,0.950298317033
2008,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.834,4.432,3.382,3.009,4.723,3.666,0.0,0.817066585728,0.423531703156,0.361631971856,0.114232981221,0.0958969960009,-0.0222917581393,-0.450611068814,0.341796732802,0.311822068511,0.683211063105,0.340025552669,-0.0183667320231,0.35849351434,-0.532609410017,-0.438306309274,0.562914528001,0.280155480239,0.547664278404,0.59630422691,0.586928536646,0.466113803925,0.800846500596,0.376009048127,0.693263916321,0.0686068657503,0.717410789087,8.14103322133e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.105,0.131,0.115,0.0,0.0,0.0,0.105,0.131,0.115,0.108,0.136,0.119,0.0,0.0,0.0,0.108,0.136,0.119,44261.0,0.01,0.001,0.0,4.02859354709e-10,4.02951850393e-10,4.05954447736e-10,2.10556224964e-28,0.0,0.58752,0.0,2.53505293608e-28,0.0,0.127255621552,0.0,1.01355313096,0.0,4.06054593528,3.153e-21,0.0,0.00574484013078,3.497e-24,0.0,3.497e-24,5.40844668755e-06,5.88878944269e-06,5.7962000171e-06,4.7382962401e-06,8.14103322133e-06,3.82233318126e-06,7.61750406763e-06,7.53844339243e-07,7.88282712453e-06,0.971092758136,0.958619705026
2010,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.748,4.393,3.569,2.896,4.746,3.841,0.0,0.804409682389,0.572809744325,0.0633149562856,-0.00634125928943,0.144100882811,-0.0747229650791,-0.434459923721,0.502697981401,0.109424578737,0.613354613101,0.405928778015,-0.0672519888644,0.39250896301,-0.634611336912,-0.0216717614118,0.552029989261,0.365343072641,0.546929172073,0.604433211498,0.579248628461,0.64316538153,0.116239363095,0.756853157797,0.515568863896,0.796480414642,0.315923559858,4.95028877933e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.103,0.131,0.118,0.0,0.0,0.0,0.103,0.131,0.118,0.106,0.136,0.122,0.0,0.0,0.0,0.106,0.136,0.122,103395.0,0.01,0.001,0.0,1.25832720937e-10,1.26119672682e-10,1.34774357302e-10,2.71849351438e-29,0.0,0.58221,0.0,2.84395339662e-29,0.0,0.385077931907,0.0,5.63839705001,0.0,2.38166243337,3.202e-22,0.0,0.00574484013078,3.514e-25,0.0,3.514e-25,3.04900311849e-06,3.36957478386e-06,3.22917658216e-06,3.69166110427e-06,6.6719439175e-07,4.34420981683e-06,3.20436600197e-06,4.95028877933e-06,1.96352957931e-06,0.972057097328,0.959835715285
2044,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.877,4.327,2.69,3.079,4.56,2.888,0.0,0.815783599087,0.552591313442,0.0698309675112,0.0357830650027,0.151602005279,-0.00821355976691,-0.483909491053,0.506111565492,0.0696098286873,0.223947288307,0.67425314904,-0.00793377515346,0.316541176748,-0.650297136526,-0.0767180913188,0.216318804767,0.651285561047,0.552429376705,0.547940397862,0.628158502405,0.164560837787,0.712455890102,0.682148323552,0.478032836757,0.463608679485,0.746023859732,2.52692117176e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.106,0.13,0.102,0.0,0.0,0.0,0.106,0.13,0.102,0.109,0.133,0.106,0.0,0.0,0.0,0.109,0.133,0.106,16586.0,0.01,0.001,0.0,1.05434655618e-13,8.92296993853e-12,4.9950666236e-11,9.03709246804e-32,0.0,0.57318,0.0,7.36149952558e-33,0.0,5.32229784269,0.0,6.25296537832,0.0,4.5840793351,7.086e-25,0.0,0.00574484013078,7.768e-28,0.0,7.768e-28,6.67817523712e-07,6.62390913792e-07,7.59364496647e-07,5.83660365255e-07,2.52692117176e-06,2.41942703402e-06,5.09775184055e-07,4.94393233564e-07,7.95561353032e-07,0.958957408269,0.943776643677
2045,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.947,4.105,2.752,3.149,4.412,2.985,0.0,0.807983433716,0.349053204042,0.44679613705,0.0602561703857,0.148549781006,0.00181722796582,-0.517924909011,0.341933038141,0.435610832549,0.232346846788,0.609171920799,0.00206562837431,0.280907440858,-0.374274274173,-0.481434149548,0.264106787059,0.692440809904,0.549556756098,0.552039642669,0.627088195352,0.644769045395,0.758236359202,0.0966979921419,0.525689045925,0.350082981026,0.775301833733,6.68805561975e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.107,0.126,0.103,0.0,0.0,0.0,0.107,0.126,0.103,0.111,0.131,0.108,0.0,0.0,0.0,0.111,0.131,0.108,70478.0,0.01,0.001,0.0,2.48016751416e-10,2.48167228318e-10,2.53138845298e-10,6.52158659639e-29,0.0,0.54292,0.0,1.06831712484e-28,0.0,3.73232238718,0.0,2.02207539842,0.0,4.03146729684,1.222e-21,0.0,0.00574484013078,1.393e-24,0.0,1.393e-24,4.28198435622e-06,4.30133027698e-06,4.88608649183e-06,5.145255476e-06,6.05072437511e-06,7.71649751395e-07,4.53479848089e-06,3.01995216154e-06,6.68805561975e-06,0.957253582245,0.940659271121
2046,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.028,4.089,2.667,3.226,4.377,2.923,0.0,0.831669696642,0.526978060476,0.0918738870239,0.147120036069,0.0231197606793,0.0783253009126,-0.39825618021,0.493516375195,0.0349017140071,0.354665258545,0.681684072219,0.0634374520479,0.37357511631,-0.66650833606,-0.157617919023,0.287251502003,0.552111516195,0.551232455241,0.55641686284,0.621725868077,0.149115683111,0.768697069868,0.621988205537,0.207210566923,0.514676394312,0.831968743459,2.68962820931e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.108,0.126,0.102,0.0,0.0,0.0,0.108,0.126,0.102,0.112,0.13,0.107,0.0,0.0,0.0,0.112,0.13,0.107,19833.0,0.01,0.001,0.0,3.1416232202e-16,8.50962360192e-12,4.94514981487e-11,1.19436496536e-31,0.0,0.5408,0.0,2.55700925581e-33,0.0,1.24734883415,0.0,0.0580348678174,0.0,1.39602765308,1.167e-24,0.0,0.00574484013078,1.21e-27,0.0,1.21e-27,7.5492560386e-07,7.62025770042e-07,8.51467964069e-07,5.21747465248e-07,2.68962820931e-06,2.17630206885e-06,1.74759824257e-07,4.34074176598e-07,7.01676143036e-07,0.956837152202,0.940495547143
2047,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.884,4.202,2.709,3.106,4.502,2.954,0.0,0.829398969396,0.0784267643915,0.532761949887,0.069697652641,0.131352708997,-0.0501795854208,-0.412571164972,0.0327816618771,0.446394925644,0.672325895917,0.418212703923,-0.0375449356787,0.371422630449,-0.128029267011,-0.702338513234,0.503041870627,0.312911494528,0.555349039525,0.561165430752,0.613743271758,0.122279771326,0.779280483085,0.614629633363,0.182060927781,0.791216719708,0.583806407151,2.60225565597e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.106,0.128,0.103,0.0,0.0,0.0,0.106,0.128,0.103,0.11,0.132,0.107,0.0,0.0,0.0,0.11,0.132,0.107,133774.0,0.01,0.001,0.0,4.30123417424e-15,8.43707248324e-12,4.92739361021e-11,1.54724577047e-31,0.0,0.55619,0.0,1.62040095403e-32,0.0,1.62674136674,0.0,3.23739070176,0.0,5.05108819164,1.483e-24,0.0,0.00574484013078,1.507e-27,0.0,1.507e-27,8.07623897065e-07,8.16082463148e-07,8.92544503829e-07,4.08329521207e-07,2.60225565597e-06,2.05243615677e-06,2.31441723263e-07,1.00582021258e-06,7.42153533818e-07,0.957021904234,0.940958354557
2048,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.978,4.121,2.865,3.195,4.432,3.036,0.0,0.812535492553,0.165855180405,0.539036054047,-0.076024310125,0.126248046251,-0.0781587105389,-0.395586758879,0.131084044954,0.610498443959,0.649904917292,0.158538808271,-0.0851194978714,0.412241527009,-0.214440206316,-0.496040535206,0.707785221155,0.1726582189,0.551842778222,0.567025124252,0.611516194873,0.190068908761,0.699340367447,0.689055048876,0.139625749967,0.564194851774,0.813749850493,2.25823829654e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.108,0.127,0.106,0.0,0.0,0.0,0.108,0.127,0.106,0.111,0.131,0.109,0.0,0.0,0.0,0.111,0.131,0.109,6898.0,0.01,0.001,0.0,1.10932388987e-14,8.85865365207e-12,4.9090716581e-11,7.3301004642e-32,0.0,0.54504,0.0,1.75276323899e-32,0.0,1.11206660445,0.0,6.21616606131,0.0,1.13577592584,1.028e-24,0.0,0.00574484013078,1.11e-27,0.0,1.11e-27,7.32179141808e-07,7.523229174e-07,8.11353197746e-07,6.13751055601e-07,2.25823829654e-06,2.2250259991e-06,2.40887914798e-07,9.73371469201e-07,1.40391371003e-06,0.960235575104,0.944251296279
2049,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.028,4.346,2.923,3.215,4.645,3.157,0.0,0.834706621898,0.398766927291,0.352700966741,-0.0546421988882,0.129869362127,-0.0799186015808,-0.341184761007,0.418207455123,0.437943601569,0.714225126651,0.0199090623226,-0.0766520867929,0.417846011023,-0.473948893406,-0.353931262427,0.685032587093,0.0190953187735,0.551952049024,0.571026521592,0.607682192611,0.269063351748,0.710806705953,0.649891329007,0.491532485899,0.56917843157,0.659114351491,2.3859031393e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.108,0.13,0.107,0.0,0.0,0.0,0.108,0.13,0.107,0.112,0.134,0.111,0.0,0.0,0.0,0.112,0.134,0.111,45941.0,0.01,0.001,0.0,8.23269361913e-12,1.20988072086e-11,4.89990807753e-11,1.86665919218e-31,0.0,0.57583,0.0,5.16505343875e-31,0.0,3.19851104681,0.0,3.49637796887,0.0,1.51377186829,3.33e-24,0.0,0.00574484013078,3.619e-27,0.0,3.619e-27,9.8257867039e-07,1.01653482641e-06,1.0817888291e-06,9.03141585796e-07,2.3859031393e-06,2.18143378375e-06,9.38712849998e-07,1.0869985667e-06,1.25875527887e-06,0.965853599719,0.951755266871
2050,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.978,4.183,2.904,3.184,4.447,3.114,0.0,0.835052987037,0.0608367220278,0.522384030437,-0.00688945961319,-0.161408990408,0.00966273718238,-0.32696307289,0.0881344909835,0.704172713027,0.0961351615049,0.61654919749,0.0118390721867,0.442208237923,-0.0468184569834,-0.466470740572,0.117787651186,0.755414363238,0.551695170515,0.575397859047,0.603779548043,0.134086493517,0.661383767441,0.737964988615,0.416291304687,0.0749594448218,0.906136099752,2.62510327333e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.108,0.128,0.106,0.0,0.0,0.0,0.108,0.128,0.106,0.111,0.131,0.11,0.0,0.0,0.0,0.111,0.131,0.11,65350.0,0.01,0.001,0.0,2.40620015092e-15,8.7115247483e-12,5.10938320239e-11,6.73355379563e-32,0.0,0.55353,0.0,1.12836658198e-33,0.0,4.38002644993,0.0,3.21753368721,0.0,4.53733171382,1.24e-24,0.0,0.00574484013078,1.346e-27,0.0,1.346e-27,7.67253538822e-07,8.00217343163e-07,8.39688327292e-07,4.7697505772e-07,2.35268707814e-06,2.62510327333e-06,3.50948177325e-07,6.31934422778e-08,7.63904527996e-07,0.962011576664,0.946649021954
2051,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.993,4.447,3.199,3.188,4.75,3.44,0.0,0.816387736541,0.556113472031,0.0516571574907,-0.0177655662392,-0.145824526699,0.0682930508604,-0.27216392679,0.546718367251,0.00386264780277,0.620607110854,0.487025437711,0.0516570406745,0.502101055499,-0.616881504006,-0.0927936483965,0.469428827156,0.36838730337,0.553114125553,0.57936808669,0.598662997219,0.304316934779,0.773033560575,0.556606070242,0.441062396399,0.600974247498,0.666553761018,2.58588212026e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.108,0.131,0.112,0.0,0.0,0.0,0.108,0.131,0.112,0.111,0.136,0.116,0.0,0.0,0.0,0.111,0.136,0.116,79536.0,0.01,0.001,0.0,9.18069579114e-12,1.28188430496e-11,5.1279938896e-11,1.93421287402e-31,0.0,0.58964,0.0,9.42045570792e-32,0.0,1.74621403216,0.0,0.0359901257515,0.0,1.13222404065,3.127e-24,0.0,0.00574484013078,3.329e-27,0.0,3.329e-27,9.69367450428e-07,1.01537917603e-06,1.04919472577e-06,1.01797355338e-06,2.58588212026e-06,1.86190840666e-06,9.90282125975e-07,1.34931941677e-06,1.49655985395e-06,0.971046697623,0.958228546119
2053,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.822,4.673,2.916,2.985,4.956,3.172,0.0,0.785628114129,0.087325614815,0.594711841217,-0.144392014376,-0.025129174043,-0.0509973762706,-0.375120948932,0.0514665353245,0.61907715781,0.449747832084,0.518174774802,-0.0529615741718,0.486484408011,-0.112896958849,-0.4899398004,0.46707016928,0.538132621256,0.551907144903,0.585545940164,0.593746120292,0.277711693373,0.333804563989,0.900805599685,0.383820113359,0.88279944829,0.270826982924,2.39898840807e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.105,0.135,0.106,0.0,0.0,0.0,0.105,0.135,0.106,0.108,0.139,0.111,0.0,0.0,0.0,0.108,0.139,0.111,3303.0,0.01,0.001,0.0,1.27293280351e-11,1.53962769638e-11,5.17508746546e-11,1.28477845393e-30,0.0,0.62047,0.0,1.75196023171e-30,0.0,3.66550170959,0.0,3.83822638947,0.0,5.43095611251,1.637e-23,0.0,0.00574484013078,1.772e-26,0.0,1.772e-26,1.46300245443e-06,1.55217259924e-06,1.57390974064e-06,7.1702242488e-07,8.61848325506e-07,2.32578544888e-06,1.04302285702e-06,2.39898840807e-06,7.35966468812e-07,0.967697170545,0.955318534902
2054,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,2.982,4.416,3.312,3.203,4.739,3.565,0.0,0.82077947783,0.050030250601,0.548471439079,0.145837291189,0.04157628905,0.0293727221299,-0.462222959726,0.0647873704433,0.493284714082,0.606389278178,0.412616055785,0.0265352211982,0.333322830761,-0.0431267917678,-0.668796622192,0.547810092559,0.372755996594,0.551670912936,0.592201973306,0.587329572415,0.140980387098,0.688956589898,0.710959455729,0.172790737328,0.759031981663,0.627705195061,1.93330020008e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.108,0.131,0.113,0.0,0.0,0.0,0.108,0.131,0.113,0.112,0.136,0.118,0.0,0.0,0.0,0.112,0.136,0.118,24189.0,0.01,0.001,0.0,1.84412367153e-18,8.92348885514e-12,4.97611099326e-11,1.48262740035e-31,0.0,0.58539,0.0,3.24196593955e-32,0.0,1.32772987848,0.0,3.22260286183,0.0,0.850274362858,1.447e-24,0.0,0.00574484013078,1.611e-27,0.0,1.611e-27,7.97365091207e-07,8.55947213069e-07,8.48904821871e-07,3.79837564962e-07,1.85622694658e-06,1.91550834842e-06,4.40108421145e-07,1.93330020008e-06,1.59880296024e-06,0.971891800551,0.959340582554
